user_story,final_label
"""As a user, I want to be able to access my data from multiple devices.  """,Portability
"""As a user, I want to know which rights are assigned to a resource.  """,Security
"As a team member, I want to understand how work moves between UX/content > visual design > front end dev for a sprint cycle.",Usability
"As a Publisher, I want to see real examples of published packages so that I can understand how useful and simple the datapackage format and the registry is.",Usability
"""As a user, I want to get a pre-computed view of the data, so that I can work with it quickly.  """,Performance
"""As an OlderPerson, I want to have a system that is easy to use, so that I can use it without any problems.  """,Usability
"As an Applicant, I want to Complete Building Development Project, so that I can receive any posted bond and/or obtain occupancy.",Functional
"As a participant, I want to be able start a two-minute countdown timer that all participants can see, so that I can limit the time spent discussing the estimates when I think we've talked long enough.",Functional
"""As a user, I want to get the list of files in a folder, so that I can quickly find the files I want to see.  """,Performance
"As a tester, I want to ensure that FABS is deriving fields properly through a robust test file plus a follow up check.",Maintainability
"As a user researcher, I want to begin drafting a research plan, so that I can begin recruiting participants.",Functional
"""As a developer, I want to use the API from an iOS app.  """,Portability
"As a Plan Review Staff Member, I want to Review the Code Modifications submitted by the Applicant, so that I can review the request and if approved, associate it with the appropriate project.",Functional
"As an Agency user, I want all historical Financial Assistance data loaded for FABS go-live.",Functional
"""As an OlderPerson, I want to use ALFRED with my computer. """,Compatibility
"""As a user, I want to have a user interface for managing the database.  """,Maintainability
"""As a user, I want to be able to specify a custom username.  """,Security
"""As a user, I want to have a high throughput of data ingest.  """,Performance
"""As a researcher, I want to restrict access to my data to my team, so that I can collaborate with my team. """,Security
"As a systems administrator, I want to install Neurohub dependencies into an Ubuntu 10.04 LTS machine using the normal Ubuntu package management tools.",Portability
"As an archivist, I want to create quality scans of images and documents, so that they can be reused.",Functional
"As a parent, I want to be able to share any photos the camp has taken of my child.",Functional
"""As a user, I want to have my files backed up in a timely manner. """,Reliability
"""As a Developer, I want to be able to edit the code of the application.  """,Maintainability
"As a user, I want to trigger a migration process for a dataset if updating its properties requires that.",Functional
"As a user, I want to be able to view the safe disposal events currently being organised around my area.",Functional
"As an NSF employee, I want to know how brand guidelines are developed and maintained, so that I can incorporate them throughout the project.",Usability
"""As a repository manager, I want to have a simple way to manage the licensing of the content. """,Maintainability
"As a system administrator, I want to migrate data from an older version of NeuroHub to the current version.",Maintainability
"""As an archivist, I want to perform a search of all files in a single step.  """,Performance
"As a moderator, I want to see all items we try to estimate this session, so that I can answer questions about the current story such as ""does this include ___"".",Usability
"As a Zooniverse admin, I want to detect important features such as areas of flooding, damage, temporary shelters, blocked roads etc in the satellite images.",Functional
"As an admin, I want to be able to block specific users based on IP address, so that I can prevent spamming on the websites.",Security
"As an OlderPerson, I want to receive a reminder from ALFRED on all the things I need to bring with me when I leave the house.",Usability
"""As a user, I want to have a fast search engine that allows me to find videos and clips quickly.  """,Performance
"""As a user, I want to have the server to store and retrieve data in a fast way.  """,Performance
"""As a user, I want to be able to download files that are large.   """,Performance
"As a researcher, I want to share post-experiment write-ups with other researchers, so that others can more easily replicate my work.",Functional
"""As a user, I want to be able to set my account to private, so that I can control who can see my data. """,Security
"""As a user, I want to be able to search for a specific file type, so that I can find a file I am looking for. """,Usability
"As an app developer, I want to tolerate existing datasets if their properties are different but compatible when creating a dataset as part of app deployment.",Compatibility
"""As a user, I want to be able to download my data in a CSV format. """,Portability
"As a researcher, I want to see the sections on responsibilities submitted by other researchers in my department, so that I can see if we could share data manager posts.",Usability
"As an archivist, I want to redact information in digital files for a period of time, so that I can provide access to non-sensitive portions of a record.",Security
"""As a user, I want to get a pre-computed view of the data, so that I can work with it quickly.  """,Performance
"""As a user, I want to search for a specific dataset by name.  """,Functional
"""As an OlderPerson, I want to use ALFRED to call my doctor, so that I can get help when I need it. """,Functional
"""As a developer, I want to install a web application on my local machine. 31 March 2013 16:47 """,Portability
"""As a developer, I want to have a fast and efficient data loading mechanism. 22/05/2016  """,Performance
"""As a repository manager, I want to indicate the status of an object, including whether it is restricted or not.  """,Security
"""As a user, I want to be able to save a search and be able to use it later.  """,Reliability
"As a website user, I want to see updated financial assistance data daily.",Functional
"""As an OlderPerson, I want to use ALFRED to do my shopping.  """,Usability
"""As a user, I want to upload a file that is too large for the server.  """,Performance
"""As a user, I want to search for files by name, so that I can find the file I want to use. """,Functional
"As a trainingcoordinator, I want to have an admin view where all trainee information is shown and can be filtered to show a single training session, so that I can see WTF is happening.",Usability
"As a researcher, I want to stay up to date on research related to a given topic at Cornell, including those in other departments/schools, so that my own research remains relevant and innovative.",Usability
"""As a user, I want to be able to view and download data packages on my own. """,Portability
"""As a developer, I want to see how the pipeline changes over time, so that I can adapt my code to the pipeline changes.  """,Maintainability
"""As a user, I want to import data from a CSV file.  """,Compatibility
"As a Publisher, I want to publish a dataset, so that I can view just the dataset with a few people.",Functional
"""As a developer, I want to have a single set of code that can be used on all the different platforms I deploy to.  """,Portability
"""As a researcher, I want to have the ability to create an account on the website, so that I can have a login and be able to access the information and tools. """,Functional
"""As a user, I want to ensure that the repository stores all files.  """,Reliability
"""As a user, I want to have a reliable system.  """,Reliability
As a Solid User I want to change my mind about what data I store on which Pod so that when a Pod goes rogue I have escape route,Security
"""As a user, I want to know when a file is updated, so that I know when I should read it.  """,Security
"As a DAMS manager, I want to present in their assigned order all components comprising an object.",Functional
"As a user, I want to download multiple files from the search results in one go.",Functional
"As a site visitor, I want to have an advanced search option that lets me fill in a form of search criteria, so that I can quickly find what I am looking for.",Functional
"As a sponsor, I want to post a job, so that I can hire top-tier Drupal talent.",Functional
"""As a developer, I want to easily update the schema of the data in a dataset, so that I can continue to use the data even when the schema changes.  """,Maintainability
"As an OlderPerson, I want to receive day and night rythm support with agenda reminders.",Functional
"""As a camp administrator, I want to be able to assign staff to specific campers, so that I know who is caring for who. """,Functional
As a Solid user I want to know when a suggestion is a suggestion based on an algorithm rather than a random suggestion so that I know how information is being tailored and if I am in a bubble,Usability
"""As a developer, I want to be able to get an error message when I try to connect to a dataset that doesn't exist.  """,Reliability
"As an OlderPerson, I want to always keep control on the activities of ALFRED.",Security
"""As a user, I want to search for files by name.  """,Performance
"As a site editor, I want to post information in a trainers-only section, so that only trainers see it.",Security
"As a Researcher, I want to get a Data Package into R in seconds, so that I can start using the data for doing analysis and visualizations.",Performance
"As a researcher, I want to search OCRed text in all available digitized textual documents, so that I can more efficiently locate digitized documents relevant to my research.",Functional
"As a moderator, I want to accept the average of all estimates, so that we can move on to the next item when we agree.",Usability
"As a user, I want to have my personal information kept securely in the database of the website, so that I will not suffer from identity theft or telephone harassment.",Security
"""As a user, I want to know the number of times a resource has been cited.  """,Functional
"As a researcher, I want to link research publications in the institutional repository or CRIS with DMP records, so that I can generate reports of research output resulting from a project.",Functional
"As a collection curator, I want to have the repository queue my collection for replication upon ingest to our remote storage site and to display the remote replication status in each item and component page in the staff interface.",Performance
"""As a developer, I want to be able to run my app on any device. """,Portability
"As a site member, I want to mark my profile as private in which case only my name will appear, so that no one can learn things about me I don't want shared.",Security
"""As a user, I want to indicate how much time I want to spend on an activity.  """,Functional
"As a DigitalRecords Archivist, I want to have a method to add and remove multiple people to deposit groups in specific collections, to set a date that the deposit window closes, and to have these permissions conferred on these depositors should pick up on the collection's default permission.",Functional
"As a depositor, I want to deposit arbitrarily large files, so that I am not limited in what files I can and cannot deposit.",Performance
"""As an agency user, I want to see a list of all of my projects, so that I can see the status of each one. """,Functional
"As an OlderPerson, I want to receive specific tips how to reduce my health impairments without medication.",Functional
"""As a researcher, I want to know the scope of an event, so that I can decide if I am interested in it. """,Functional
"As a Data Consuming User, I want to be able to download an image of a particular view state, So that I can use it offline.",Portability
"""As an app developer, I want to deploy an app instance, so that I can share it with other app developers. """,Portability
"As an admin, I want to handle all users' activities, so that I can manage more efficiently.",Maintainability
"""As a user, I want to have the ability to store my data in a non-neurohub-specific format, so that I can store my data in a way that is not specific to Neurohub. """,Portability
"As a camp administrator, I want to be able to assign different positions to the staff members, so that it is possible to organize activities in terms of responsibilities.",Functional
"""As a researcher, I want to view the data in a visual representation, so that I can understand the data better. """,Usability
"""As a user, I want to know the legal rights I have regarding a particular data object, so that I know whether I can use it for a particular purpose. """,Security
"As a repository operator, I want to know about the kind of data, so that I can evaluate the storage size and system.",Performance
"""As an Archivist, I want to perform a search, so that I can find a file.  """,Performance
"""As a user, I want to have the ability to set the permissions on the files I upload. """,Security
"""As a user, I want to have a reliable web service.  """,Reliability
"""As a user, I want to be able to find a particular dataset by searching by name, so that I can easily access the dataset I want. """,Usability
"As a Solid user, I'd like to be able to publish my name and contact details, etc. so I have one single place to point people to who want to contact me",Usability
"As an OlderPerson, I want to use ALFRED to set up social groups of people with similar diseases.",Functional
"As a camp administrator, I want to be able to delete parents from the database, so that I can keep my pages free of unneeded clutter.",Maintainability
"""As a user, I want to have the ability to download the data I have uploaded, so that I can use it offline.  """,Portability
"As a site member, I want to send an email to any member via a form, so that we can connect.",Functional
"As a DB/IR administrator, I want to upload revised report/dataset due to error in report/document.",Maintainability
"As a existing Solid user, I would like to use my identity to register a Pod with another Provider so that I can have different Pods for different purposes, or to migrate data",Portability
"""As a researcher, I want to have the ability to store my data in a local directory on my machine, so that I can use it offline. """,Portability
"""As a user, I want to have a fast search for a single file.  """,Performance
"As a user, I want to be able to check transaction history and keep a record of it, so that I can go back when needed.",Functional
"As a data manager, I want to know what the content of the data is, so that I can decide to which collection or repository the data fits.",Usability
"""As an archivist, I want to restrict access to an item based on the user's role.  """,Security
"As a FABS user, I want to make sure the historical data includes all necessary columns, so that the information in the database is correct.",Reliability
"""As a developer, I want to run the app on my own computer, so that I can test it locally.  """,Portability
"""As a user, I want to know if an item is publicly accessible, so that I can determine if I can view it. """,Security
"""As a user, I want to be able to download a dataset even if the server is down.  """,Reliability
"As an admin, I want to view user error logs, so that I can fix or review any issues that are being faced by users of the system.",Maintainability
"""As a developer, I want to update the version of the dataset type.  """,Maintainability
"As a parent, I want to be able to enroll my children, so that they can be admitted to camp.",Functional
"As an OlderPerson, I want to help me to control my body weight.",Functional
As a Solid user I want to be presented with the Pod providers that match my criteria so that I can decide where to store my data,Usability
"As a data librarian, I want to import administrative information regarding a project into DMP, so that I can prepopulate the DMP.",Functional
"""As a user, I want to ensure that the files are not lost if the web server crashes.  """,Reliability
"""As a user, I want to download a dataset from the API, so that that I can use the dataset offline. """,Portability
"""As a user, I want to be able to access the data on my own computer. """,Portability
"As a Developer, I want Feather integration, so that I can integrate data-packaged data with pipelines that use Feather.",Compatibility
"""As an Archivist, I want to search by file type, so that I can find files of a particular type.  """,Performance
"As a Developer, I want to list all DataPackages requirements for my project in the file and pin the exact versions of any DataPackage that my project depends on, so that that the project can be deterministically deployed locally and won't break because of the DataPackage schema changes.",Maintainability
"As a Zooniverse admin, I want to automatically detect the time in a Worm Watch Lab video where the worm lays an egg.",Functional
"as Frontend developers, we want to add end-to-end tests to ensure the interoperability and quality of our applications.",Maintainability
"""As a user, I want to download a zip file of all my data. """,Portability
"""As a developer, I want to update the dataset type of an existing dataset.  """,Maintainability
"As an OlderPerson, I want to activate the vocal interaction mode of ALFRED by pushing a specific button.",Usability
"""As a developer, I want to be able to easily move my application to a different platform. """,Portability
"As a faculty data steward, I want to see the sections on costing, so that I can ensure sufficient expertise on data management to support the project.",Maintainability
"As a Data Publishing User, I want to be able to import data from Fiscal Data Package descriptor file, So that I do not have to convert data formats in order to use the data packager.",Compatibility
As a user I'd like to see a detailed history of access attempts to any resource within my pod so that I can see who or what is accessing which parts of my pod.,Security
"As a anonymoususer, I want to have the training options clearly marked for the following information: day and time of training, title, short summary, trainers, level, number of registrations, remaining registrations, location of training, link to full details of the training, register now link, so that I can shop for training all with one page AND find their class on on one page.",Usability
"As a attendee, I want to be added to a training waitlist, so that so they can be considered for a class.",Functional
"As a researcher, I want to have physiology images to be annotated with standard meta data, so that my data can later be searched for and understood.",Usability
"As a user, I don't want to see NASA grants displayed as contracts.",Usability
"""As an archivist, I want to upload a file, so that I can associate it with an item. """,Functional
"""As a user, I want to have the ability to import and export data in CSV format. """,Compatibility
"As an NSF employee, I want to have high-level strategy recommendations to implement in conjunction with the new CMS.",Functional
"""As a user, I want to indicate a specific version of a dataset that I am interested in. """,Functional
"""As a user, I want to search for a specific dataset or dataset type, so that I can access it. """,Functional
"""As a Developer, I want to be able to run my app on my local machine. """,Portability
"""As a user, I want to be able to log in to my account with my username and password.  """,Security
"As a moderator, I want to start a round by entering an item in a single multi-line text field, so that we can estimate it.",Functional
"""As a developer, I want to have a detailed plan of how to implement the features, so that I can start working on the project.  """,Maintainability
"""As a developer, I want to use a library that supports all the data formats we use, so that we can use the library across multiple projects. """,Compatibility
"As a user, I want to attach multiple files at once to a log book page.",Functional
"""As a user, I want to be able to read a file, so that that I can use the file for my needs.  """,Reliability
"""As a user, I want to be able to use the app on my phone.  """,Portability
"""As a developer, I want to have a simple way to update the version of the code. """,Maintainability
"""As a researcher, I want to see all the files that have been shared with me.  """,Usability
"As an app developer aiming for low-resource environments, I want to build a text-based Solid chat tool.",Functional
"As an archivist, I want to make information about rights available to researchers and donors, so that they know what they can do with images.",Usability
"As a site visitor, I want to subscribe to an RSS feed of upcoming courses and events, so that I am up to day without having to visit the site.",Usability
"As a repository manager, I want to constrain curatorial access to my units assets to staff members of my unit and to DAMS managers having universal access.",Security
"As a user, I want to be able to receive tempting rewards, so that I have a reason to use the website.",Functional
"""As a developer, I want to use the API to get the user's location. """,Portability
"As a user, I want access to content files that comprise an object, so that I can decide whether a file is too large to download.",Usability
"As a Zooniverse admin, I want to identify the number of whales heard in a single audio file.",Functional
"""As an OlderPerson, I want to have a simple interface to control the ALFRED device.  """,Usability
"As an app developer, I want to ensure that when I deploy an artifact without creating an app this will not create any dataset types or instances.",Reliability
"""As a researcher, I want to easily share data, so that I can collaborate with other researchers. """,Compatibility
"As an OlderPerson, I want to use ALFRED for navigation.",Functional
"As a Developer, I want to use data package as a node lib in my project, so that that I can depend on it using my normal dependency framework.",Compatibility
"""As a user, I want to ensure that data is stored in a consistent manner. """,Reliability
"As a user researcher, I want to continue scheduling interviews for hypothesis #1, so that I can be prepared to test our first prototype.",Functional
"""As a user, I want to have a fast and efficient search engine.  """,Performance
"As an API User, I want to be able to normalise measures by geographical area, So that I work with datasets in reference to their contextual constraints.",Functional
"""As a developer, I want to have a tool that allows me to easily create a new version of a dataset, so that I can easily experiment with different versions of a dataset.  """,Maintainability
"As a user, I want to have files I might accidentally delete to be restorable.",Reliability
"""As an app developer, I want to have the ability to deploy my app to a different type of device than it was developed for. 31 July 2013 """,Portability
"""As a user, I want to download a data package in a format other than CSV.  """,Portability
"As an agency user, I want to have all derived data elements derived properly.",Functional
"As a user, I want to be able to anonymously view public information, so that I know about recycling centers near me before creating an account.",Usability
"""As a user, I want to search for specific content types.  """,Functional
"""As an owner, I want to know who has access to my data.  """,Security
"""As an app developer, I want to know what version of the API my app is using, so that I can choose the right version. """,Compatibility
"""As a Developer, I want to deploy a Pod in a single step, so that I can get the Pod up and running quickly. """,Portability
"""As a researcher, I want to download a large dataset quickly.  """,Performance
"""As an Archivist, I want to search for files by file type.  """,Performance
"""As a user, I want to perform a full-text search of all data packages.  """,Performance
"As a Web Site Operator, I want to use Web Access Control to manage read access to user groups so that we can take advantage of Solid for legacy content.",Security
"As an Application Administrator , I want to be able to configure the help center URL and topic mappings.",Usability
"As a developer, I want to have my App to be granted access to several operating system features.",Compatibility
"As an OlderPerson, I want to have games that include my favourite sports.",Functional
"As an Admin, I want to set key configuration parameters for my site deployment, so that that I can change key information like the site title.",Maintainability
"As an IT staff member, I want to know which formats are used, so that I can determine what kind of technical services and functionalities are required.",Functional
"""As an Archivist, I want to perform a search, so that I can find a file.  """,Performance
"""As a user, I want to be able to search by type of data.  """,Functional
"As a repository manager, I want to know of all modifications made to notes for my repository's collections, objects, or object components.",Maintainability
"As a library staff member, I want to be able to add custom metadata fields for deposits I make on behalf of researchers to allow for better search capabilities.",Functional
"As a moderator, I want to import stories from a spreadsheet, so that I don't have to copy and paste each individual story.",Functional
"""As a Developer, I want to see the user's feedback on the app, so that I can make changes to improve the user experience. """,Usability
"""As a user, I want to know what kind of data I am sharing, so that I can share it with others. """,Security
"""As a user, I want to be able to download a large dataset in a reasonable amount of time.  """,Performance
"As a developer, I want to have created database indexes, so that the queries run as fast as possible.",Performance
"As a Basic Data Entry user , I want to create and update basic archival description information.",Functional
"""As an archivist, I want to search for files by file name and/or file type, so that I can locate files quickly.  """,Performance
"""As an OlderPerson, I want to use ALFRED with my Android phone. """,Compatibility
"As an API User, I want to be able to use metadata to get results from multiple datasets, So that I can build user experiences based on more than one dataset more easily.",Functional
"""As a user, I want to ensure that my data is stored reliably. """,Reliability
"""As a user, I want to have a fast search, so that I can find the files I need quickly.  """,Performance
"""As an agency user, I want to access the same data I access through the web interface via an API. 11/2013 """,Portability
"""As a user, I want to have the ability to share a dataset or a dataset component with a specific group of people. """,Security
"As an OlderPerson, I want to have ALFRED contact the nearest caregiver when I ask ALFRED for urgent help.",Functional
"""As a user, I want to have the ability to run a data package on my local machine. """,Portability
"""As an agency user, I want to be able to set up a custom role for a user, so that I can give that user specific permissions. """,Security
"As an archivist, I want to use archival content on the RAC website, so that I can integrate our collections into our web presence.",Compatibility
"""As a user, I want to ensure that the user can access data that was previously accessible.  """,Reliability
"""As a user, I want to be able to save an experiment with a non-existent file, so that I can create a new file later.  """,Reliability
"""As a user, I want to be able to search for datasets by name.  """,Functional
"""As a user, I want to have the ability to download the data in a format other than CSV, so that I can use other tools. """,Portability
"""As a user, I want to be able to store files in a reliable way. """,Reliability
"""As a user, I want to be able to download the data as a CSV file.  """,Portability
"""As a developer, I want to have the API to be fast and responsive.  """,Performance
"As a team member, I want to understand how time off overlaps with plans around the user research.",Usability
"""As a user, I want to access my data from a mobile device. """,Portability
"As a user, I want to be sure that existing metadata corresponding to the file is not lost when moving a file to a new location.",Reliability
"""As a researcher, I want to know when I am sharing my data with others.   """,Security
"""As a user, I want to have the ability to import data from other systems. """,Compatibility
"As a user, I want to be able to select different types of recyclable waste, so I have and get a list of facilities that accept each type and their opening hours, so that I can find an optimal route and schedule.",Usability
"As an Owner, I want to edit my profile, so that that it is updated with new information.",Functional
"As a Consumer, I want to view a Datapackage at a particular version online, so that that I can present/discuss the particular data timeslice of interest with other people.",Functional
"""As a user, I want to have a fast search engine that allows me to find videos and clips quickly.  """,Performance
"""As a user, I want to be able to download a large dataset in a reasonable amount of time.  """,Performance
"""As a researcher, I want to see the search results page and be able to select a specific result.  """,Usability
"""As a researcher, I want to be able to search for files by name, so that I can find files quickly. """,Functional
"As a UI designer, I want to schedule user testing, so that I can give the testers advanced notice to ensure buy-in.",Functional
"""As a user, I want to ensure that the repository is always available, so that I can access and use the data. """,Reliability
"As a user, I want to have that my Twitter Tweets to appear in Neurohub, so that other researchers in the centre can see what I am up to.",Compatibility
"""As a developer, I want to test the performance of the data package.  """,Performance
"""As a user, I want to have a user interface that is easy to use on a small screen.  """,Portability
"As a researcher, I want to access tagged working papers, so that my research process is better informed.",Functional
"As an archivist, I want to mark individual files as restricted, so that they don't get shared by mistake.",Security
"""As a user, I want to have a fast search, so that I can quickly find the data I need.  """,Performance
"""As a developer, I want to be able to deploy the application on different environments, so that I can test the application in different scenarios. """,Portability
"As a MedicalCaregiver, I want to have a simple ALFRED unit that is expandable in is functions.",Usability
"As a depositor, I want to allow others to deposit on my behalf, so that I can delegate research data management tasks appropriately.",Usability
"As a repository manager, I want to describe various facets of a collection, object, or object component that are not addressable via title, date, name, and subject entities.",Usability
"As a member, I want to have the system email me a new password or a password reminder since i have short-term memory problems.",Security
"""As a repository manager, I want to know when an object has been updated, so that I can keep track of changes.  """,Maintainability
"""As a researcher, I want to access the metadata of the files I have uploaded. """,Functional
"As a camp administrator, I want to be able to make nametags faster, so that I don't have to spend two hours making 200+ nametags",Performance
"As a collection curator, I want to see a dashboard widget showing a summary of recent submissions to my collection.",Usability
"""As a researcher, I want to have the ability to view the metadata of an item, so that I can understand it better. """,Usability
"""As a user, I want to be able to perform a search by typing in a partial name of a dataset, and still get a list of datasets that contain that name.  """,Performance
"""As a Developer, I want to have a flexible and modular code structure, so that I can easily reuse code. """,Portability
"As a Data Consuming User, I want to be able to download a CSV of the data that is used in any visualisation I am viewing, So that I can use the data in other tools.",Portability
"""As a developer, I want to have a function that returns a list of all available user types.  """,Functional
"""As a user, I want to be able to perform a search using a single field, so that I can find the information I need quickly.  """,Performance
"As a repository manager, I want to indicate any external versions or descriptions of an object that may be of probable importance to an user.",Usability
"""As a user, I want to have the ability to download files in bulk.  """,Performance
"As a DigitalRecords Archivist, I want to have the repository to lift embargoes on the release date and set the access controls to the configuration set on item on that date.",Security
"""As a developer, I want to have a simple way to integrate data from other sources. """,Compatibility
"As a site admin, I want to view all classes in a pending state, so that I can approve any that need to be approved.",Functional
"As a site visitor, I want to know as I glance around the home page what on earth a CSM is and why I'd want to be one, so that I read more.",Usability
"""As a user, I want to have the data to be consistent and accurate.  """,Reliability
"""As a user, I want to be able to edit a dataset's metadata, so that I can correct errors in the metadata. """,Maintainability
"As a patron, I want to know which reports/datasets are coming out when, so that I can access latest report/dataset.",Usability
"As a camp worker, I want to be able to see which campers I am in charge of and where, so that I can make sure I am doing my job properly.",Usability
"As an Applicant, I want to Check the Status of a transaction, so that I can understand where the provisioning of my service is in the process, such as information related to service levels, fees, plan review, permit, or inspection results.",Usability
"""As an archivist, I want to know who has access to what.  """,Security
"""As a user, I want to access my data from any device.  """,Portability
"As a faculty data steward, I want to see the sections on roles, so that I can ensure sufficient expertise on data management to support the project.",Maintainability
"As an archivist, I want to search by tag, so that it makes finding particular photographs easier.",Usability
"""As a user, I want to use the OpenRefine API. 31 March 2013 09:00:00 CET.   """,Compatibility
"As a Bath Data Archive administrator, I want to approve scheduled disposal of data, so that data which is still required is not destroyed.",Security
"As a Staff member, I want to Apply a Hold, so that I can prevent progression through the workflow or other actions in the system until the issue is resolved.",Functional
"As a user, I want to download files directly from the search results page.",Functional
"""As a developer, I want to deploy the app to a new environment. 31 Mar 2014 12:44 1.0.0 """,Portability
"""As a user, I want to have the ability to restrict access to data. """,Security
"""As a user, I want to download the data I have uploaded.  """,Portability
"""As an OlderPerson, I want to be able to set a password for my ALFRED account.  """,Security
"As an OlderPerson, I want to use ALFRED to pick the phone sooner up when I am at home.",Functional
"As a trainer, I want to delete one of my courses or events, so that it's no longer listed if I cancel for some reason.",Functional
"""As a developer, I want to be able to set up a user account for my app. """,Security
"As an app developer, I want to deploy a new version of a dataset type as part of deploying a new version of the app that includes it and I expect that all dataset instances of that type that were created as part of the app deployment start using the new code.",Maintainability
"""As a user, I want to be able to download files in a specific format, so that I can use them. """,Portability
"As a developer, I want to use bootstrap in the process of developing, so that I can easily design my website.",Compatibility
"""As an archivist, I want to import EAC-CP data. """,Compatibility
"""As a user, I want to see a list of all the files in the collection. """,Usability
"As a camp administrator, I want to be able to modify the information of enrolled campers, so that I can keep the campers information up to date.",Maintainability
"""As a user, I want to be able to search for files by name.  """,Performance
"""As a Developer , I want to have a web-based version of the FABS interface. """,Portability
"""As a developer, I want to use a dataset type in a pipeline.  """,Compatibility
"""As a developer, I want to create a new dataset type, so that I can use it in my application. """,Functional
"As a Research Information manager, I want to segment the view and download statistics by country and sector so that impact of datasets outside academia can be demonstrated.",Functional
"""As a user, I want to have the video to start playing immediately after I click on it.   """,Performance
"As an OlderPerson, I want to have a very good battery for ALFRED so I can keep him on the whole day.",Performance
"""As an OlderPerson, I want to use ALFRED to make phone calls.  """,Functional
"""As a researcher, I want to create a new dataset, so that I can start using it. """,Functional
"""As a user, I want to have the ability to access my data on any device. """,Portability
"As an OlderPerson, I want to use ALFRED to send messages.",Functional
"As a systems administrator, I want to be able to control the location of the demo database and I want it to be backed up.",Reliability
"As a Consumer, I want to get a sense of the age of the datapackage that I have downloaded before, so that that I can decide if I should update or not.",Usability
"""As a user, I want to have a video that I uploaded to be available for download. 30 minutes after uploading. """,Performance
"""As an OlderPerson, I want to have a ALFRED device that is secure and protects my privacy. """,Security
"As a PI, I want to plan what kind of data I want to record/store, so that I can ensure it will possible to store it.",Performance
"""As a user, I want to view a video clip in real time.  """,Performance
"As a Developer, I want a DAT integration, so that I can integrate data-packaged data with pipelines that use DAT.",Compatibility
"As a user, I want to view thumbnail sequences of video segments.",Functional
"""As a researcher, I want to see all the data that is available, so that I can choose the right data for my project.  """,Usability
"As a camp administrator, I want to create an avenue so parents can submit feedback and general concerns, so that I can keep improving the services I provide.",Usability
"""As a developer, I want to deploy my application on a cloud provider, so that I can use the cloud provider's services.  """,Portability
"""As an owner, I want to know when an individual has been added to the group.  """,Security
"""As a user, I want to have the ability to import data from Excel files.  """,Compatibility
"""As a user, I want to have a good overview of my researcher profile and its components. """,Usability
"As a recyclingfacility, I want to be able to communicate directly with the site admin and convey any issues or concerns I have, so that they fix them.",Maintainability
"""As an archivist, I want to limit access to an item to a specific group of users.  """,Security
"As a anonymoususer, I want to find session information, so that I can go to a session.",Usability
"As a Staff member, I want to Send or Post Citations and Fines, so that I can successfully send the Notice Of Violation document to the property owner and log information about the action.",Functional
"""As a researcher, I want to have a tool that allows me to search for all the files in a collection that contain a specific word or phrase. """,Functional
"""As a user, I want to be able to run a search in a collection in a few seconds.  """,Performance
"""As a user, I want to update my user profile.  """,Maintainability
"""As a developer, I want to have the ability to use the API in a web application, so that I can allow users to use the application.  """,Portability
"As an Archivist, I want to assign a Level of description to a Resource or Resource Component and optionally specify another value if the Level is not in a predefined list.",Functional
"""As a user, I want to ensure that I can access the data I need, even if the data provider goes offline.  """,Reliability
"As a camp administrator, I want to be quickly log attendance everyday, so that I can track which kids are coming in.",Performance
"""As a user, I want to be able to view the list of all files I have uploaded, so that I can easily find the files I want to view. """,Usability
"As a stakeholder, I want to have a decision on whether or not the blog aggregator may work for beta, and if not what will.",Functional
"""As a user, I want to be able to perform complex queries in a timely manner.  """,Performance
"""As a developer, I want to be able to use a simple API to update the dataset type.  """,Maintainability
"As a patron, I want to know other reports/datasets that are related (e.g. see also) to report/dataset being viewed for the purpose finding other related information.",Usability
"""As an OlderPerson, I want to have a device that allows me to control the light and temperature. """,Usability
"As a user, I want the flexfields in my submission file to appear in the warning and error files when the only error is a missing required element.",Functional
"""As a user, I want to be able to upload my own data files. """,Functional
"""As a user, I want to have the ability to take data with me on my own device, so that I can use it on my own. """,Portability
"""As an OlderPerson, I want to have ALFRED to remind me of my appointments.  """,Functional
"""As a user, I want to have a backup of my data, so that I can recover my data in case of a failure.  """,Reliability
"""As a user, I want to be able to see what kind of permissions I have on an object.  """,Security
As a Solid user I want to be able to record my wishes around what would happen to my data after my death,Security
"As a depositor, I want to apply licenses to datasets, so that my IP rights are protected appropriately.",Security
"""As a user, I want to have the file to be downloaded as soon as possible.  """,Performance
"As a camp worker, I would be able to submit a completion report for the tasks which was assigned to me.",Functional
"""As a user, I want to be able to access my data on my mobile device. """,Portability
"As a researcher, I want to know the date on which something was digitized, so that I know if it's been digitized since I last looked.",Usability
"As a Data Consuming User, I want to see textual descriptions that accompany embedded visualisations, So that I can more easily understand what I am viewing.",Usability
"""As an agency user, I want to be able to move my data file to another computer, so that I can access it. """,Portability
"""As a user, I want to be able to import large files, so that I can work with large datasets.  """,Performance
"""As a user, I want to be able to search for a specific dataset, so that I can find it. """,Functional
"As a user, I want to contact the administrators, so that I can give feedback or ask for help.",Usability
"""As a developer, I want to have a FABS instance on my local machine, so that I can test my FABS application locally. """,Portability
"As a site visitor, I want to be able to get back to the home page quickly and easily, so that I don't get lost navigating.",Usability
"As a DAMS manager, I want to know the outcome of the event, e.g., object NN was deleted.",Usability
"""As a developer, I want to know the performance of the app, so that I can make improvements.  """,Performance
"As a user, I want to choose a flexible pick up time, so that I can more conveniently use the website.",Usability
